as_of,asset_id,ticker,yahoo_ticker,start,interval,reason,error
2026-02-02,EQHcb6a5728b38d7104,G1A,G1A.DE,2026-01-31,1d,empty,
2026-02-02,EQHcba86a94e928a3cb,CXSE3,CXSE3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHcd3724bf522fa485,BIM,BIM.PA,2026-01-31,1d,empty,
2026-02-02,EQHcf14c5e3abc7f17c,ORBIA,ORBIA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHd0c941a538951136,MBG,MBG,2026-01-31,1d,empty,
2026-02-02,EQHd1394f6c837540e6,EVK,EVK.DE,2026-01-31,1d,empty,
2026-02-02,EQHd1da025af78fb729,VESTA,VESTA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHd29c71413605c09a,RADL3,RADL3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHd461a82034756d37,FDJ,FDJ,2010-01-01,1d,empty,
2026-02-02,EQHd547e1cb466c9699,SMTO3,SMTO3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHd6736d0837c0e4a4,PETR4,PETR4.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHd6f2064bfdf38d04,ELISA,ELISA.HE,2026-01-31,1d,empty,
2026-02-02,EQHd79b75f140d39289,IVG,IVG.MI,2026-01-31,1d,empty,
2026-02-02,EQHd8340e40e2f77642,VNA,VNA.DE,2026-01-31,1d,empty,
2026-02-02,EQHd9a04da69b6859cf,WRT1V,WRT1V.HE,2026-01-31,1d,empty,
2026-02-02,EQHd9b79c877d8879ef,SHEL,SHEL,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQHda285e6a6edf3782,AOF,AOF.DE,2026-01-31,1d,empty,
2026-02-02,EQHdb61b15cfa1706c3,BEI,BEI.DE,2026-01-31,1d,empty,
2026-02-02,EQHdc0096799dac954b,BRFS,BRFS,2010-01-01,1d,empty,
2026-02-02,EQHdc094eac8f8141fe,CUERVO,CUERVO.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHdcc8b2f1adb2ffde,DHER,DHER.DE,2026-01-31,1d,empty,
2026-02-02,EQHdd4af266862a22ac,FGR,FGR.PA,2026-01-31,1d,empty,
2026-02-02,EQHddb71ab45f299652,REP,REP.DE,2026-01-31,1d,empty,
2026-02-02,EQHde07bb35e79f9cd0,RF,RF.PA,2026-01-31,1d,empty,
2026-02-02,EQHde9e4e400b18c700,PRX,PRX.AS,2026-01-31,1d,empty,
2026-02-02,EQHde57c2202c73eefb,UNI,UNI.MC,2026-01-31,1d,empty,
2026-02-02,EQHe02dc551d01d40fc,INPST,INPST.AS,2026-01-31,1d,empty,
2026-02-02,EQHe1708cf886e0e969,AFX,AFX.DE,2026-01-31,1d,empty,
2026-02-02,EQHe29791ea92b242c6,GXI,GXI.DE,2026-01-31,1d,empty,
2026-02-02,EQHe2cd4e4907c8597e,NDX1,NDX1.DE,2026-01-31,1d,empty,
2026-02-02,EQHe34e3e40d3e0ace0,IBE,IBE.MC,2026-01-31,1d,empty,
2026-02-02,EQHe359f5b9ef328a60,UN01,UN0.DE,2026-01-31,1d,empty,
2026-02-02,EQHe3b8b64d743578f8,BBDC4,BBDC4.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHe3932cdcd845f9cc,SAMPO,SAMPO.HE,2026-01-31,1d,empty,
2026-02-02,EQHe4ed59a0180fbc16,FDR,FDR.MC,2026-01-31,1d,empty,
2026-02-02,EQHe548b74b1f19d398,GFNORTEO,GFNORTEO.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHe5ed35ed7f14ef2b,USIM5,USIM5.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHe93ae89a144fc409,AYV,AYV.PA,2026-01-31,1d,empty,
2026-02-02,EQHe94afb5dfc0087cf,LREN3,LREN3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHe9e81f4b022c3494,AZM,AZM.MI,2026-01-31,1d,empty,
2026-02-02,EQHe9efa3f82d7d3486,GBLB,GBLB.BR,2026-01-31,1d,empty,
2026-02-02,EQHea4205dcbfcdb38d,ALSEA,ALSEA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHeb04fec0abba2102,KRX,KRX.DE,2026-01-31,1d,empty,
2026-02-02,EQHebaf0c479360b7fa,IMCD,IMCD.AS,2026-01-31,1d,empty,
2026-02-02,EQHec5aa7d1c500a38d,HNR1,HNR1.DE,2026-01-31,1d,empty,
2026-02-02,EQHecfdc6284f2058b0,BPAC11,BPAC11.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHee30b3c91c57c128,PE&OLES,PE&OLES.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHee3a5ef3e0b163af,XPBR31,XPBR31.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHef785bb7247a0f00,MEGACPO,MEGACPO.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHef9c8fbe9ab96db5,GENTERA,GENTERA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHefd0215f62c83fbb,PROX,PROX.BR,2026-01-31,1d,empty,
2026-02-02,EQHf03f4e29559d6dce,VID,VID.MC,2026-01-31,1d,empty,
2026-02-02,EQHf059d74505c5f68d,WEGE3,WEGE3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHf0d57047e3637b85,ENG,ENG.MC,2026-01-31,1d,empty,
2026-02-02,EQHf3af456e5da40775,CRI,CRI,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQHf3e2c68ba8b43a99,CS,CS.PA,2026-01-31,1d,empty,
2026-02-02,EQHf4ec1c33a2a1913c,MULT3,MULT3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHf522acfe8f6bcd81,UGPA3,UGPA3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHf549e1b326884137,SRT3,SRT3.DE,2026-01-31,1d,empty,
2026-02-02,EQHf5b9321b3d2a2ee3,TOTS3,TOTS3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHf61d538f42c7d2bb,SY1,SY1.DE,2026-01-31,1d,empty,
2026-02-02,EQHf73397b6d5245c39,SW,SW.PA,2026-01-31,1d,empty,
2026-02-02,EQHf7a3c51e37735658,HUH1V,HUH1V.HE,2026-01-31,1d,empty,
2026-02-02,EQHf767db48d9639db1,B4B,B4B.HM,2026-01-31,1d,empty,
2026-02-02,EQHf80ececfb1132202,SLCE3,SLCE3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHf8c45913a4642d95,SK,SK.PA,2026-01-31,1d,empty,
2026-02-02,EQHfa0315587a9c5ebe,CLF,CLF,2026-01-31,1d,fail,"arg must be a list, tuple, 1-d array, or Series"
2026-02-02,EQHfab4aaf37d935518,SHA,SHA0.DE,2026-01-31,1d,empty,
2026-02-02,EQHfba78da91f710c1a,ARCAD,ARCAD.AS,2026-01-31,1d,empty,
2026-02-02,EQHfc25861fc9f415d2,GALP,GALP.LS,2026-01-31,1d,empty,
2026-02-02,EQHfcabef9ca6952051,FORTUM,FORTUM.HE,2026-01-31,1d,empty,
2026-02-02,EQHfd43dd05c3e8d519,HAPV3,HAPV3.SA,2026-01-30,1d,no_fx,
2026-02-02,EQHfd3ca0cd6a5bdd51,8TRA,8TRA.DE,2026-01-31,1d,empty,
2026-02-02,EQHfe6a96d887f50c1f,KIMBERA,KIMBERA.MX,2026-01-30,1d,no_fx,
2026-02-02,EQHfed61fd8cf659049,CABK,CABK.MC,2026-01-31,1d,empty,
